"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"Machine-Learning-Aided Mission-Critical Internet of Underwater Things","","Hou, Xiangwang; Fang, Zhengru; Zhang, Xin; Song, Shenghui; Zhang, Xudong; Ren, Yong","IEEE Network","Scholarly Journals","","35","4","2021-01-01","2021","160","","160-166","08908044","","","ENG","With people paying more attention to marine resources, the Internet of Things (IoT) has been extended to underwater, promoting the development of the Internet of Underwater Things (IoUT). Various compelling IoUT applications bring a new age to maritime activities. However, some mis-sion-critical maritime activities, including ocean earthquake forecasting, underwater navigation, and so on, pose a substantial challenge on existing IoUT architectures and relevant techniques. Therefore, in this article, to empower these implacable maritime activities, we conceive the concept of mission-critical IoUT and highlight its key features and challenges. Furthermore, to satisfy the stringent requirements of mission-critical IoUT, we propose a future maritime network architecture and machine-learning-aided key techniques in terms of information sensing, transmission, and processing. Moreover, we present our recent research on reliable and low-latency underwater information transmission. Finally, we provide the open issues and potential research trends for future mission-critical IoUT.","https://www.proquest.com/docview/2562954286?accountid=44943&bdid=84593&_bd=UU%2B1pnwr9ZqFAFsVdvTJGMS%2FTQU%3D","https://doi.org/10.1109/MNET.011.2000684"
"Cybersecurity: A Deep Dive Into the Abyss","","Koola, Paul Mario","Marine Technology Society. Marine Technology Society Journal","Scholarly Journals","","52","5","2018-09-01","Sep-Oct 2018","31","","31-43","00253324","","","ENG","Cyberspace reaches all corners of human access and includes cyber-physical systems such as power grids, communication networks, industrial plants, transportation networks, ports and shipping, and a myriad of networked home appliances through the Internet of Things. One goal of this article is to engage and inform personnel in the maritime domain to help secure cyberspace from adversaries. Another goal is to provide an introductory systems view to help manage cyberspace security. We show that cyberspace is a reflection of human networks and share the advantages and flaws inherent in these human networks. Trust in this network is the missing link that prevents us from securing this network. Although this viewpoint is not an exact model, we believe it helps simplify the complexity of cyberspace and the wide variety of attacks that are possible. These goals help the average person see the big picture, and the entire system can become more robust by allowing everyone to participate intelligently in this endeavor. This article explains in a more simplistic but useful manner the domain of cyberspace, enabling better security of the ecosystem.","https://www.proquest.com/docview/2118594680?accountid=44943&bdid=84593&_bd=W5IrJtRyATNgNhW964DuW%2BoSJgQ%3D","https://doi.org/10.4031/MTSJ.52.5.2"
"Data Security in the World of Cloud Computing","","Kaufman, L M","IEEE Security & Privacy Magazine","Undefined","Institute of Electrical and Electronics Engineers, Inc.","7","4","2009-01-01","2009","","","","1540-7993","1540-7993","","ENG","Today, we have the ability to utilize scalable, distributed computing environments within the confines of the Internet, a practice known as cloud computing. In this new world of computing, users are universally required to accept the underlying premise of trust. Within the cloud computing world, the virtual environment lets users access computing power that exceeds that contained within their own physical worlds. Typically, users will know neither the exact location of their data nor the other sources of the data collectively stored with theirs. The data you can find in a cloud ranges from public source, which has minimal security concerns, to private data containing highly sensitive information (such as social security numbers, medical records, or shipping manifests for hazardous material). Does using a cloud environment alleviate the business entities of their responsibility to ensure that proper security measures are in place for both their data and applications, or do they share joint responsibility with service providers? The answers to this and other questions lie within the realm of yet-to-be-written law. As with most technological advances, regulators are typically in a ""catch-up"" mode to identify policy, governance, and law. Cloud computing presents an extension of problems heretofore experienced with the Internet. To ensure that such decisions are informed and appropriate for the cloud computing environment, the industry itself should establish coherent and effective policy and governance to identify and implement proper security methods.","https://www.proquest.com/docview/1136355788?accountid=44943&bdid=84593&_bd=mrdS3GY%2BPwLeyxWSEMLihi1WRlA%3D","https://doi.org/10.1109/MSP.2009.87"
"EEG-Based Maritime Object Detection for IoT-Driven Surveillance Systems in Smart Ocean","","Duan, Yiping; Li, Zhe; Tao, Xiaoming; Li, Qiang; Hu, Shuzhan; Lu, Jianhua","IEEE Internet of Things Journal","Scholarly Journals","","7","10","2020-01-01","2020","9678","","9678-9687","23274662","","","ENG","Automated maritime object detection is a significant research challenge in intelligent marine surveillance systems for the Internet of Things (IoT) and smart ocean applications. In particular, ship detection is recognized as one of the core research issues of these IoT-driven intelligent marine surveillance systems. Traditional methods based on machine learning have made some achievements in detection tasks for specific objects. However, the ship objects are relatively small, and they are usually not accurately detected. In this article, we propose an electroencephalography (EEG)-based maritime object detection algorithm for IoT-driven surveillance systems in the smart ocean. For this purpose, we conduct experiments to record the EEG signals of subjects when they are watching the maritime image scenes. With the feature analysis of EEG signals, the event-related potential (ERP) components associated with detecting objects are induced, such as the [Formula Omitted] and [Formula Omitted] components. Employing classification based on linear discriminant analysis (LDA), the area under curve (AUC) of the receiver operating characteristic (ROC) is used to evaluate the detection accuracy. We use this novel method to determine and identify essential objects and areas from IoT devices, such as digital camera imaging sensors. Our proposed method can not only help to detect small objects accurately using fewer samples but can also be used to reduce the data volume needed to be stored and transmitted in IoT-driven marine surveillance systems.","https://www.proquest.com/docview/2449951393?accountid=44943&bdid=84593&_bd=drD1N1LCJu19DF9Ht%2FqWmouUgtY%3D","https://doi.org/10.1109/JIOT.2020.2991025"
"Machine learning of maritime fog forecast rules","","Tag, Paul M; Peak, James E","Journal of Applied Meteorology","Scholarly Journals","","35","5","1996-05-01","May 1996","714","","714","08948763","","","ENG","The induction of rules directly from meteorological data is explored in a process called machine learning.  A commercial machine learning program was applied to the problem of forecasting maritime fog.","https://www.proquest.com/docview/224612158?accountid=44943&bdid=84593&_bd=lswIfj3IJl4E0XSvViHPRHaYWp4%3D",""
"Blockchain-based seamless end-to-end shipping with android application","","Narassima, MS; Vasudevan, Shriram K; Vimalkumar, K; Anbuudayasankar, S P","International Journal of Internet Technology and Secured Transactions","Scholarly Journals","","12","3","2022-01-01","2022","265","285","265-285","1748569X","","","ENG","World trade has been influenced by the emergence of new technologies around the globe. Businesses are forced to adopt new technologies regardless of their expertise and capabilities, to outperform their counterparts. This leads to challenges, risks, and errors in various stages of shipping. It is possible to overcome these challenges by securing the shipments head-to-head. To implement this, the present study proposes a blockchain-based seamless end-to-end shipping approach that makes shipping more secured, transparent, reliable, etc. Hyperledger composer based on REST server has been adopted in the study to capture the shipping data of the participants, assets, and transactions. In addition, separate Android applications have been developed for managers and customers for effective order placement, management, and tracking. Validation of the order placement is presented in the study to confirm the reliability of the system. The results indicate that the shipment errors can be precisely determined through the proposed method.","https://www.proquest.com/docview/2648536602?accountid=44943&bdid=84593&_bd=%2BpsnXE%2Bq3ataqmwJjLZZc7kvfqM%3D","https://doi.org/10.1504/IJITST.2022.122113"
"Satellite Machine-Type Communication for Maritime Internet of Things: An Interference Perspective","","Xia, Tingting; Michael Mao Wang; You, Xiaohu","IEEE Access","Scholarly Journals","","7","","2019-01-01","2019","76404","","76404-76415","21693536","","","ENG","Satellite machine-type communication plays a crucial role in the maritime Internet of Things. The realization of such a system, i.e., the VHF data exchange (VDES) satellite system, however, faces many technical challenges. Due to its global broadcasting nature, the interference generated from the emissions of the VDES satellite space stations to the incumbent or future land systems in the same band is of major concern to the International Telecommunication Union (ITU) spectrum allocation. However, neither regulatory rules nor related studies have been specified or made available in the literature regarding such interference. This paper utilizes the electromagnetic power flux density (PFD) mask concept for evaluating and constraining the emission onto earth from a satellite space station. The mathematical analysis and derivation are based on the principle that the actual interference from a space station that a land system experiences is no worse than that from any other land system allowed by the regulations. We demonstrate the derivation of such a PFD mask from three closely related regulations on the legacy land mobile systems by the Electronic Communications Committee (ECC) and ITU and present the corresponding constraints imposed on the VDES satellite system and their impacts on the performance of the system.","https://www.proquest.com/docview/2455617897?accountid=44943&bdid=84593&_bd=Uwk19BOfV2UQTORPsQayM%2FLfe7I%3D","https://doi.org/10.1109/ACCESS.2019.2919253"
"Themes and tools of maritime transport research during 2000-2014","","Shi, Wenming; Li, Kevin X","Maritime Policy and Management","Scholarly Journals","","44","2","2017-02-01","Feb-Mar 2017","151","","151-169","03088839","","","ENG","This study examines how maritime transport has been researched through a comprehensive review of papers published in 19 transportation journals over the period 2000-2014. Systematic investigation shows that Maritime Policy & Management plays a prominent role in publishing maritime transport research. At the same time, 'shipping' is a dominant research area, with 'port management, service, performance, efficiency and competitiveness'; 'shipping market, industry, freight rate and economic impact'; and 'terminal studies' as the most popular topics. Nevertheless, few efforts have investigated 'shipping finance'; 'shipping service'; or 'port risk and security.' Since 2000, the use of quantitative analysis techniques has steadily increased in maritime transport to help participants make decisions scientifically. We here present the major data analysis techniques and highlight some limitations regarding their application. Thus, we provide a better understanding of how maritime transport research has been undertaken in a quantitative manner.","https://www.proquest.com/docview/1866275676?accountid=44943&bdid=84593&_bd=rtYiMXveGq5yAVpmBPPrW7x35vs%3D","https://doi.org/10.1080/03088839.2016.1274833"
"Safety in shipping: The human element","","Hetherington, Catherine; Flin, Rhona; Mearns, Kathryn","Journal of Safety Research","Undefined","Elsevier Science Ltd., Pergamon, P.O. Box 800 Kidlington Oxford OX5 1DX UK, [mailto:nlinfo-f@elsevier.nl], [URL:http://www.elsevier.nl]","37","4","2006-01-01","0, 2006","401","411","401-411","0022-4375","0022-4375","","ENG","Introduction There are numerous diverse papers that have addressed issues within maritime safety; to date there has been no comprehensive review of this literature to aggregate the causal factors within accidents in shipping and surmise current knowledge. Methods This paper reviewed the literature on safety in three key areas: common themes of accidents, the influence of human error, and interventions to make shipping safer. The review included 20 studies of seafaring across the following areas: fatigue, stress, health, situation awareness, teamwork, decision-making, communication, automation, and safety culture. Results The review identifies the relative contributions of individual and organizational factors in shipping accidents, and also presents the methodological issues with previous research. Conclusions The paper concludes that monitoring and modifying the human factors issues presented in this paper could contribute to maritime safety performance. Impact on industry This review illustrates which human factors issues are prevalent in incidents therefore this gives shipping practitioners a focus for interventions.","https://www.proquest.com/docview/19375680?accountid=44943&bdid=84593&_bd=RszSo%2Fh%2BHz6jlgyvJh3mJMlJqqQ%3D","https://doi.org/10.1016/j.jsr.2006.04.007"
"On Apache Log4j2 Exploitation in Aeronautical, Maritime, and Aerospace Communication","","Juvonen, Artturi; Costin, Andrei; Turtiainen, Hannu; Hamalainen, Timo","IEEE Access","Scholarly Journals","","10","","2022-01-01","2022","86542","","86542-86557","21693536","","","ENG","Apache Log4j2 is a prevalent logging library for Java-based applications. In December 2021, several critical and high-impact software vulnerabilities, including CVE-2021-44228, were publicly disclosed, enabling remote code execution (RCE) and denial of service (DoS) attacks. To date, these vulnerabilities are considered critical and the consequences of their disclosure far-reaching. The vulnerabilities potentially affect a wide range of internet of things (IoT) devices, embedded devices, critical infrastructure (CI), and cyber-physical systems (CPSs). In this paper, we study the effects and feasibility of exploiting these vulnerabilities in mission-critical aviation and maritime environments using the ACARS, ADS-B, and AIS protocols. We develop a systematic methodology and an experimental setup to study and identify the protocols’ exploitable fields and associated attack payload features. For our experiments, we employ software-defined radios (SDRs), use open-source software, develop novel tools, and develop features to existing software. We evaluate the feasibility of the attacks and demonstrate end-to-end RCE with all three studied protocols. We demonstrate that the aviation and maritime environments are susceptible to the exploitation of the Log4j2 vulnerabilities, and that the attacks are feasible for non-sophisticated attackers. To facilitate further studies related to Log4j2 attacks on aerospace, aviation, and maritime infrastructures, we release relevant artifacts (e.g., software, documentation, and scripts) as open-source, complemented by patches for bugs in open-source software used in this study.","https://www.proquest.com/docview/2705852532?accountid=44943&bdid=84593&_bd=PFY91AmWbmtxBObFIsIXmw2qxX0%3D","https://doi.org/10.1109/ACCESS.2022.3198947"
"The Relationship between Supply Chain Integration and Operational Performances: A Study of Priorities and Synergies","","Yuen, Kum Fai; Thai, Vinh V","Transportation Journal","Scholarly Journals","","55","1","2016-01-01","Winter 2016","31","","","00411612","","","ENG","Since the past decades, supply chain integration (SCI) has been a phenomenon of interest in the shipping industry. This article examines and ranks the effects of internal and external SCI on operational performances. Pairwise interactions among components of SCI were also studied. Expert interviews followed by a survey on 172 shipping companies in Singapore were conducted. Based on the results from regression analysis, it was found that external SCI contributes more positively to operational performances. Positive interactions between similar internal and external SCI components were also noted. The result indicates that firm performances can be maximized from establishing closer relationships with supply chain partners. Additional performances can also be realized from synergies that are generated from performing similar internal and external SCI activities. The current article has provided explanations for the sources of synergies in SCI and their role in driving firms' performances.","https://www.proquest.com/docview/1765346325?accountid=44943&bdid=84593&_bd=nN4PU30LRcWcwj531JX4sUM7VTs%3D",""
"Cellular Communications in Ocean Waves for Maritime Internet of Things","","Huo, Yiming; Dong, Xiaodai; Beatty, Scott","IEEE Internet of Things Journal","Scholarly Journals","","7","10","2020-01-01","2020","9965","","9965-9979","23274662","","","ENG","The rapid advancement of Internet of Things (IoT) and fifth generation and beyond technologies is transforming the marine industry and research. Our understanding of the vast sea that covers 71% of the Earth’s surface is being enhanced by the various ocean sensor networks equipped with effective communication technologies. In this article, we begin with a review of the research and development status-quo of Maritime IoT (MIoT) enabled by multiple wireless communication technologies. Then, we study the impact of sea waves on radio propagation and the communications link quality. Due to the severe attenuation of sea water to radio-frequency electromagnetic wave propagation, large ocean waves can easily block the communication link between a buoy sensor and a cell tower near shore. This article for the first time uses the ocean wave modeling of coastal and oceanic waters to examine the condition of line-of-sight communications. Real wave measurement data parameters are applied in the numerical evaluation of the developed model. Finally, the critical antenna design taking into account the wave impact is numerically studied with implementation solutions proposed, and the system hardware and protocol aspects are discussed.","https://www.proquest.com/docview/2449950503?accountid=44943&bdid=84593&_bd=%2BX0E%2F5p0f3P9ExjNu7VG74hFRvQ%3D","https://doi.org/10.1109/JIOT.2020.2988634"
"Hierarchical Maritime Radio Networks for Internet of Maritime Things","","Kim, Yongjae; Song, Yujae; Lim, Sung Hoon","IEEE Access","Scholarly Journals","","7","","2019-01-01","2019","54218","","54218-54227","21693536","","","ENG","Despite the potential benefits of a maritime Internet of Things, a number of issues hinder its realization, including the need for wide area coverage and cost-effectiveness. Toward these needs, a model is first presented for uplink maritime radio communications that hierarchically employ Wi-Fi and cellular links for data transmission from marine user equipments (MUEs) on a ship to a cellular base station with distributed antennas (DAs) along a coastline. Then, the performances are evaluated given in terms of average data rate and outage probability in the hierarchical maritime radio networks. When evaluating the performances, heterogeneous channel characteristics of the hierarchical networks are taken into account in which Rayleigh fading is considered for the MUE-ship links, whereas shadowed-Rician fading is considered for the ship-DA links. Moreover, the effects due to various transmission errors that can be occurred at different communication layers are reflected in determining the quality of service (QoS) requirements of a ship. With the help of authors' analysis, an antenna selection algorithm is proposed under which the minimum size of a service cloud can be found to support the QoS requirements of MUEs with a ship. The numerical evaluations demonstrate the validity of the proposed algorithm.","https://www.proquest.com/docview/2455629004?accountid=44943&bdid=84593&_bd=eqPyQbK9RCMXKrImjumOiUNt48A%3D","https://doi.org/10.1109/ACCESS.2019.2911703"
"Machine learning algorithms in shipping: improving engine fault detection and diagnosis via ensemble methods","","Tsaganos, G; Nikitakos, N; Dalaklis, D; Ölcer AI; Papachristos, D","WMU Journal of Maritime Affairs","Scholarly Journals","","19","1","2020-01-01","2020","51","72","51-72","1651436X","","","ENG","Detection and diagnosis of marine engines faults are extremely important functions for the optimized voyage of any sea-going vessel, as well as the safe conduct of navigation. Early detection of these faults is a prerequisite for reliability: incidents of engine breakdowns can be avoided, since the timely resolving of these faults can ensure the non-interrupted tempo of the sail. Avoiding malfunctions could also improve the ship’s overall environmental “footprint” and even ensure reduced fuel consumption. Initial results of the analysis at hand were presented during the 3rd International Symposium on Naval Architecture and Maritime (INT-NAM 2018), in Istanbul-Turkey. Further exploring the use of machine learning algorithms in shipping and by elaborating more on that effort, an evaluation of intelligent diagnostic methods applicable for a two-stroke slow-speed marine diesel engine is taking place, with the aim to facilitate effective detection and classification of occurring faults. This research was carried out via the cost-free Weka data mining tool, which was used to analyze the data of the engine’s operating parameters that were found outside of the prescribed boundaries. The proposed method is based on the construction of an ensemble classification model “AdaBoost”, which further improves the performance of a basic Simple Cart classifier. During the related experimental activities, the overall recorded performance was 96.5%, clearly establishing this method as a very appropriate choice.","https://www.proquest.com/docview/2396323556?accountid=44943&bdid=84593&_bd=KjkjWjajNI9R%2BPdYis7R4LdFw8Q%3D","https://doi.org/10.1007/s13437-019-00192-w"
"Data-Driven Trajectory Quality Improvement for Promoting Intelligent Vessel Traffic Services in 6G-Enabled Maritime IoT Systems","","Ryan Wen Liu; Nie, Jiangtian; Garg, Sahil; Xiong, Zehui; Zhang, Yang; Hossain, M Shamim","IEEE Internet of Things Journal","Scholarly Journals","","8","7","2021-01-01","2021","5374","","5374-5385","23274662","","","ENG","Future generation communication systems, such as 5G and 6G wireless systems, exploit the combined satellite-terrestrial communication infrastructures to extend network coverage and data throughput for data-driven applications. These ground-breaking techniques have promoted the rapid development of Internet of Things (IoT) in maritime industries. In maritime IoT applications, intelligent vessel traffic services can be guaranteed by collecting and analyzing high volume of spatial data flows from automatic identification system (AIS). This AIS system includes a highly integrated automatic equipment, including functionalities of core communication, tracking, and sensing. The increased utilization of shipboard AIS devices allows the collection of massive trajectory data. However, the received raw AIS data often suffers from undesirable outliers (i.e., poorly tracked timestamped points for vessel trajectories ) during signal acquisition and analog-to-digital conversion. The degraded AIS data will bring negative effects on vessel traffic services (e.g., maritime traffic monitoring, intelligent maritime navigation, vessel collision avoidance, etc.) in maritime IoT scenarios. To improve the quality of vessel trajectory records from AIS networks, we propose to develop a two-phase data-driven machine learning framework for vessel trajectory reconstruction. In particular, a density-based clustering method is introduced in the first phase to automatically recognize the undesirable outliers. The second phase proposes a bidirectional long short-term memory (BLSTM)-based supervised learning technique to restore the timestamped points degraded by random outliers in vessel trajectories. Comprehensive experiments on simulated and realistic data sets have verified the dominance of our two-phase vessel reconstruction framework compared to other competing methods. It thus has the capacity of promoting intelligent vessel traffic services in 6G-enabled maritime IoT systems.","https://www.proquest.com/docview/2505609655?accountid=44943&bdid=84593&_bd=K%2BiMaAO56fh%2FFVu1CcmF%2BkLOCRU%3D","https://doi.org/10.1109/JIOT.2020.3028743"
"Machine-learning informed macro-meteorological models for the near-maritime environment","","Jellen, Christopher; Oakley, Miles; Nelson, Charles; Burkhardt, John; Brownell, Cody","Applied Optics","Scholarly Journals","","60","11","2021-04-10","Apr 10, 2021","2938","","","1559-128X","","","ENG","Macro-meteorological models predict optical turbulence as a function of weather data. Existing models often struggle to accurately predict the rapid fluctuations in C2n in near-maritime environments. Seven months of C2n field measurements were collected along an 890 m scintillometer link over the Severn River in Annapolis, Maryland. This time series was augmented with local meteorological measurements to capture bulk-atmospheric weather measurements. The prediction accuracy of existing macro-meteorological models was analyzed in a range of conditions. Next, machine-learning techniques were applied to train new macro-meteorological models using the measured C2n and measured environmental parameters. Finally, the C2n predictions generated by the existing macro-meteorological models and new machine-learning informed models were compared for four representative days from the data set. These new models, under most conditions, demonstrated a higher overall C2n prediction accuracy, and were better able to track optical turbulence. Further tuning and machine-learning architectural changes could further improve model performance.","https://www.proquest.com/docview/2516871614?accountid=44943&bdid=84593&_bd=F0HZsuPJ0dQGqPiGvPIcodv12G8%3D","https://doi.org/10.1364/AO.416680"
"Deploying a Maritime Cloud","","Dellios, Kleanthis; Papanikas, Dimitrios","IT Professional Magazine","Scholarly Journals","","16","5","2014-09-01","Sep-Oct 2014","56","","","15209202","","","ENG","The maritime domain plays a decisive role in the modern worldwide digital economy and collaborative environments. In addition, emerging technologies such as cloud computing provide holistic frameworks for generating and delivering a plethora of interoperable, cost-effective, and scalable e-services that efficiently manage information and data stored inside large-scale datacenters. Driven by this motivation, this article presents a perspective beyond traditional IT utilization over the maritime domain: a roadmap to the Maritime Cloud. The authors define the Maritime Cloud stack and architecture in detail and describe the Maritime Cloud delivery and deployment models as an integral process for transitioning to the Maritime Cloud. The authors evaluate advantages and challenges and present future research directions.","https://www.proquest.com/docview/1566912911?accountid=44943&bdid=84593&_bd=kslErR6J5CXbMsFHv40j7wp90hI%3D",""
"Economic aspects of automation innovations in electronic transportation management systems","","Jović, Marija; Tijan, Edvard; Hadžić, Ana Perić; Karanikić, Petra","Pomorstvo = Maritime Affairs","Scholarly Journals","","34","2","2020-01-01","2020","417","","","1332-0718","","","ENG","This paper presents an analysis of economic aspects of three selected automation innovations in electronic Transportation Management Systems: Maritime Transport Chain solution and Vessel Estimated Time of Arrival solution (related to the maritime transport) and Delivery Planning solution (related to the transport in general). The theoretical background of transportation, Transportation Management Systems, maritime transportation and seaports is provided, focusing on the economic aspects. A literature review has been conducted, in order to identify the research gap and to focus on the economic aspects of the selected automation innovations. A SWOT Analysis of the Maritime Transport Chain solution, Vessel Estimated Time of Arrival solution and Delivery Planning solution (from an internal and external perspective) is presented, adding to the existing research of the economic aspects of automation innovations in the transport sector.","https://www.proquest.com/docview/2473438686?accountid=44943&bdid=84593&_bd=0ej9nfeXul5tcnlNUp5hlupkigI%3D","https://doi.org/10.31217/p.34.2.22"
"Cyber security in marine transport: opportunities and legal challenges","","Al Ali, Naser Abdel Raheem; Chebotareva, Anna A; Chebotarev, Vladimir E","Pomorstvo = Maritime Affairs","Scholarly Journals","","35","2","2021-01-01","2021","248","","","1332-0718","","","ENG","In recent years, the number of cyber attacks, virus carriers, and cybercrime on maritime transport facilities has increased significantly. The emergence of new types of maritime vessels, such as autonomous vessels, dependent entirely on information and communication technologies used for passengers, cargo and baggage transportation, requires legal regulation of relations in this area. Therefore, ensuring cybersecurity in maritime transport and the need to adopt appropriate legal norms, standards and measures at both the international and national levels to manage maritime cyber risks are considered one of the most relevant topics for maritime transport. There is no single, systematic integrated approach, unification of requirements and rules in cybersecurity's sphere of maritime transport [15]. In this regard, the authors analyze the issues of ensuring cybersecurity in maritime transport, the legal basis of security: some international documents and national legal acts, regulating cybersecurity in maritime transport, will be considered, as well as the main question of how they are able to meet modern requirements for ensuring cybersecurity in maritime transport.","https://www.proquest.com/docview/2623908105?accountid=44943&bdid=84593&_bd=SdwblM5dh7XUEkc%2FKytaFGfpcZo%3D","https://doi.org/10.31217/p.35.2.7"
"Seaport Data Space for Improving Logistic Maritime Operations","","Sarabia-Jacome, David; Palau, Carlos E; Esteve, Manuel; Boronat, Fernando","IEEE Access","Scholarly Journals","","8","","2020-01-01","2020","4372","","4372-4382","21693536","","","ENG","The maritime industry expects several improvements to efficiently manage the operation processes by introducing Industry 4.0 enabling technologies. Seaports are the most critical point in the maritime logistics chain because of its multimodal and complex nature. Consequently, coordinated communication among any seaport stakeholders is vital to improving their operations. Currently, Electronic Data Interchange (EDI) and Port Community Systems (PCS), as primary enablers of digital seaports, have demonstrated their limitations to interchange information on time, accurately, efficiently, and securely, causing high operation costs, low resource management, and low performance. For these reasons, this contribution presents the Seaport Data Space (SDS) based on the Industrial Data Space (IDS) reference architecture model to enable a secure data sharing space and promote an intelligent transport multimodal terminal. Each seaport stakeholders implements the IDS connector to take part in the SDS and share their data. On top of SDS, a Big Data architecture is integrated to manage the massive data shared in the SDS and extract useful information to improve the decision-making. The architecture has been evaluated by enabling a port authority and a container terminal to share its data with a shipping company. As a result, several Key Performance Indicators (KPIs) have been developed by using the Big Data architecture functionalities. The KPIs have been shown in a dashboard to allow easy interpretability of results for planning vessel operations. The SDS environment may improve the communication between stakeholders by reducing the transaction costs, enhancing the quality of information, and exhibiting effectiveness.","https://www.proquest.com/docview/2454735689?accountid=44943&bdid=84593&_bd=1pUGuW5IEu2Z0eusuuh6B2Wg9sI%3D","https://doi.org/10.1109/ACCESS.2019.2963283"
"A systematic analysis for maritime accidents causation in Chinese coastal waters using machine learning approaches","","Liu, Kezhong; Yu, Qing https://orcid.org/0000-0002-2503-9329; Yuan, Zhitao; Yang, Zhisen https://orcid.org/0000-0002-6394-8099; Shu, Yaqing","Ocean & coastal management","Undefined","Elsevier Ltd","213 p.105859-","","2021-11-01","Nov 1, 2021","","","","0964-5691","0964-5691","","ENG","Maritime safety is critical as many maritime accidents involve catastrophic consequences, including both fatalities and financial loss. To identify the factors which caused maritime accidents and provide a comprehensive suggestion for maritime administrators and mariners, a data-driven Bayesian Network (BN) is developed to analyse the major accidents records in the Chinese coastal waters by using an advanced machine learning approach. For this aim, the statistical interactions among causation factors identified from major accidents records are paired to construct the BN. Then the obtained BN is validated through a two-step validation process and a comparison analysis to demonstrate its superiorities in reliability and efficiency. The results revealed the importance of different risk influencing factors and the critical scenarios in the coastal waters. The small general cargo ships are the riskiest of in the coastal waters of China. While, bad weather conditions often lead to catastrophic accidents and minor accidents often happen in waters with low traffic density. The research findings could provide useful guidance to support risk preventions, and advance the maritime safety management system in coastal waters.","https://www.proquest.com/docview/2636829953?accountid=44943&bdid=84593&_bd=7TDav1L%2FTET0z0rJW2BCAL3eDqE%3D","https://doi.org/10.1016/j.ocecoaman.2021.105859"
"Earth Observation and Artificial Intelligence for Improving Safety to Navigation in Canada Low-Impact Shipping Corridors","","Chénier, René; Sagram, Mesha; Omari, Khalid; Jirovec, Adam","ISPRS international journal of geo-information","Undefined","Multidisciplinary Digital Publishing Institute","9","6","2020-06-10","Jun 10, 2020","","","","2220-9964","2220-9964","","ENG","In 2014, through the World-Class Tanker Safety System (WCTSS) initiative, the Government of Canada launched the Northern Marine Transportation Corridors (NMTC) concept. The corridors were created as a strategic framework to guide Federal investments in marine transportation in the Arctic. With new government investment, under the Oceans Protection Plan (OPP), the corridors initiative, known as the Northern Low-Impact Shipping Corridors, will continue to be developed. Since 2016, the Canadian Hydrographic Service (CHS) has been using the corridors as a key layer in a geographic information system (GIS) model known as the CHS Priority Planning Tool (CPPT). The CPPT helps CHS prioritize its survey and charting efforts in Canada’s key traffic areas. Even with these latest efforts, important gaps in the surveys still need to be filled in order to cover the Canadian waterways. To help further develop the safety to navigation and improve survey mission planning, CHS has also been exploring new technologies within remote sensing. Under the Government Related Initiatives Program (GRIP) of the Canadian Space Agency (CSA), CHS has been investigating the potential use of Earth observation (EO) data to identify potential hazards to navigation that are not currently charted on CHS products. Through visual interpretation of satellite imagery, and automatic detection using artificial intelligence (AI), CHS identified several potential hazards to navigation that had previously gone uncharted. As a result, five notices to mariners (NTMs) were issued and the corresponding updates were applied to the charts. In this study, two AI approaches are explored using deep learning and machine learning techniques: the convolution neural network (CNN) and random forest (RF) classification. The study investigates the effectiveness of the two models in identifying shoals in Sentinel-2 and WorldView-2 satellite imagery. The results show that both CNN and RF models can detect shoals with accuracies ranging between 79 and 94% over two study sites; however, WorldView-2 images deliver results with higher accuracy and lower omission errors. The high processing times of using high-resolution imagery and training a deep learning model may not be necessary in order to quickly scan images for shoals; but training a CNN model with a large training set may lead to faster processing times without the need to train individual images.","https://www.proquest.com/docview/2574340212?accountid=44943&bdid=84593&_bd=L%2F5ySVrfszHAFiHR3WiW8lU%2B7GE%3D","https://doi.org/10.3390/ijgi9060383"
"Beyond business as usual: the role of women professionals in maritime clusters","","Kitada, Momoko; Bhirugnath-Bhookhun, Meenaksi","WMU Journal of Maritime Affairs","Scholarly Journals","","18","4","2019-01-01","2019","639","653","639-653","1651436X","","","ENG","This paper examines the relevance of gender with respect to the concept of maritime clusters. Though the concept of maritime clusters has gained popularity from a strategic economic development perspective in increasing the overall efficiency of the industry through innovation, maritime clusters have rarely been discussed in relation to the empowerment of women in the maritime sector. Women’s participation in the maritime industry has been reported to be fairly limited in many parts of the world and both horizontal and vertical segregations can still be observed even today. This paper demonstrates a limitation in the existing literature in respect of acknowledging the role played by maritime women professionals in operationalizing the concept of maritime clusters. As such, to facilitate mainstreaming of the United Nations Sustainable Development Goal (UN SDG) 5 (gender equality) into national maritime plans, Rapid Integrated Assessment (RIA) is used as a tool to examine women professionals’ contributions to maritime clusters. Four stages of RIA offer steps towards defining a roadmap for a country to implement the SDGs. Foreseeing the Fourth Industrial Revolution or Industry 4.0 as well as emerging business models in the maritime industry, gender equality is an opportunity to go beyond business as usual and advance sustainable development in the maritime sector.","https://www.proquest.com/docview/2325357979?accountid=44943&bdid=84593&_bd=7ULNwUlFYQsveBsRQh1U6e7UT9U%3D","https://doi.org/10.1007/s13437-019-00178-8"
